Table with column headers in rows 3 and 4,,,,,,,,,,,,
Geographic Information,,,,All Ages,,,,,,Median Household Income,,
State FIPS Code,County FIPS Code,Postal Code,Name,"Poverty Estimate, All Ages",90% CI Lower Bound,90% CI Upper Bound,"Poverty Percent, All Ages",90% CI Lower Bound,90% CI Upper Bound,Median Household Income,90% CI Lower Bound,90% CI Upper Bound
19,013,IA,Black Hawk County,"17,005","14,711","19,299",13.5,11.7,15.3,"60,716","56,623","64,809"
19,015,IA,Boone County,"2,038","1,565","2,511",7.8,6.0,9.6,"69,888","62,116","77,660"
19,017,IA,Bremer County,"1,681","1,332","2,030",7.1,5.6,8.6,"75,395","70,591","80,199"
19,019,IA,Buchanan County,"2,011","1,606","2,416",9.8,7.8,11.8,"64,503","58,469","70,537"
19,021,IA,Buena Vista County,"2,149","1,677","2,621",10.8,8.4,13.2,"60,576","53,421","67,731"
19,023,IA,Butler County,"1,238",988,"1,488",8.8,7.0,10.6,"65,284","60,279","70,289"
19,025,IA,Calhoun County,"1,117",895,"1,339",12.1,9.7,14.5,"59,643","53,092","66,194"
19,027,IA,Carroll County,"1,889","1,551","2,227",9.3,7.6,11.0,"65,598","59,716","71,480"
19,029,IA,Cass County,"1,847","1,520","2,174",14.4,11.8,17.0,"55,909","49,257","62,561"
19,031,IA,Cedar County,"1,323","1,037","1,609",7.3,5.7,8.9,"75,894","68,563","83,225"
19,033,IA,Cerro Gordo County,"4,895","3,993","5,797",11.7,9.5,13.9,"55,465","50,476","60,454"
19,035,IA,Cherokee County,"1,134",899,"1,369",10.2,8.1,12.3,"64,286","57,668","70,904"
19,037,IA,Chickasaw County,"1,005",787,"1,223",8.5,6.7,10.3,"67,667","60,415","74,919"
19,039,IA,Clarke County,923,694,"1,152",9.6,7.2,12.0,"58,483","51,807","65,159"
19,041,IA,Clay County,"1,521","1,163","1,879",9.4,7.2,11.6,"60,162","53,464","66,860"
19,043,IA,Clayton County,"1,678","1,362","1,994",10.0,8.1,11.9,"56,076","52,109","60,043"
19,045,IA,Clinton County,"5,261","4,164","6,358",11.5,9.1,13.9,"60,528","56,214","64,842"
19,047,IA,Crawford County,"1,817","1,449","2,185",11.4,9.1,13.7,"58,874","52,657","65,091"
19,049,IA,Dallas County,"5,499","4,607","6,391",5.3,4.4,6.2,"94,467","87,852","101,082"
19,051,IA,Davis County,916,688,"1,144",10.1,7.6,12.6,"75,730","71,276","80,184"
19,053,IA,Decatur County,"1,165",889,"1,441",16.5,12.6,20.4,"48,666","43,453","53,879"
19,055,IA,Delaware County,"1,582","1,248","1,916",9.1,7.2,11.0,"69,767","64,095","75,439"
19,057,IA,Des Moines County,"5,014","4,026","6,002",13.2,10.6,15.8,"53,917","49,318","58,516"
19,059,IA,Dickinson County,"1,333","1,062","1,604",7.5,6.0,9.0,"67,949","61,248","74,650"
19,061,IA,Dubuque County,"7,743","6,293","9,193",8.1,6.6,9.6,"73,968","70,169","77,767"
19,063,IA,Emmet County,"1,026",802,"1,250",11.5,9.0,14.0,"52,000","46,264","57,736"
19,065,IA,Fayette County,"2,185","1,718","2,652",11.8,9.3,14.3,"56,366","52,635","60,097"
19,067,IA,Floyd County,"1,719","1,350","2,088",11.3,8.9,13.7,"59,638","53,635","65,641"
19,069,IA,Franklin County,987,751,"1,223",10.1,7.7,12.5,"60,269","53,869","66,669"
19,071,IA,Fremont County,681,521,841,10.5,8.0,13.0,"68,622","62,290","74,954"
19,073,IA,Greene County,977,777,"1,177",11.3,9.0,13.6,"57,737","51,335","64,139"
19,075,IA,Grundy County,762,595,929,6.3,4.9,7.7,"71,652","63,713","79,591"
19,077,IA,Guthrie County,"1,024",820,"1,228",9.8,7.8,11.8,"66,112","60,427","71,797"
19,079,IA,Hamilton County,"1,221",933,"1,509",8.3,6.3,10.3,"64,292","58,060","70,524"
19,081,IA,Hancock County,914,725,"1,103",8.7,6.9,10.5,"61,544","54,965","68,123"
19,083,IA,Hardin County,"1,551","1,196","1,906",9.7,7.5,11.9,"58,126","52,668","63,584"
19,085,IA,Harrison County,"1,491","1,192","1,790",10.4,8.3,12.5,"67,433","61,648","73,218"
19,087,IA,Henry County,"2,296","1,804","2,788",12.2,9.6,14.8,"61,112","55,994","66,230"
19,089,IA,Howard County,923,712,"1,134",9.9,7.6,12.2,"58,857","52,569","65,145"
19,091,IA,Humboldt County,954,761,"1,147",10.0,8.0,12.0,"69,252","62,682","75,822"
19,093,IA,Ida County,735,598,872,10.7,8.7,12.7,"58,792","51,918","65,666"
19,095,IA,Iowa County,"1,248","1,018","1,478",7.7,6.3,9.1,"66,613","59,228","73,998"
19,097,IA,Jackson County,"2,266","1,864","2,668",11.8,9.7,13.9,"61,307","55,214","67,400"
19,099,IA,Jasper County,"3,345","2,661","4,029",9.3,7.4,11.2,"65,714","61,077","70,351"
19,101,IA,Jefferson County,"1,943","1,495","2,391",13.5,10.4,16.6,"52,763","46,619","58,907"
19,103,IA,Johnson County,"21,477","19,316","23,638",14.7,13.2,16.2,"68,664","63,948","73,380"
19,105,IA,Jones County,"2,057","1,613","2,501",10.5,8.2,12.8,"62,810","58,523","67,097"
19,107,IA,Keokuk County,"1,099",858,"1,340",11.2,8.7,13.7,"56,843","50,238","63,448"
19,109,IA,Kossuth County,"1,507","1,187","1,827",10.5,8.3,12.7,"62,571","56,421","68,721"
19,111,IA,Lee County,"4,511","3,661","5,361",14.1,11.4,16.8,"56,001","50,750","61,252"
19,113,IA,Linn County,"21,754","18,484","25,024",9.7,8.2,11.2,"70,464","66,220","74,708"
19,115,IA,Louisa County,"1,183",942,"1,424",11.1,8.8,13.4,"64,151","57,839","70,463"
19,117,IA,Lucas County,"1,111",848,"1,374",12.9,9.8,16.0,"64,796","61,029","68,563"
19,119,IA,Lyon County,812,620,"1,004",6.9,5.3,8.5,"70,654","63,862","77,446"
19,121,IA,Madison County,"1,228",974,"1,482",7.4,5.9,8.9,"82,730","78,543","86,917"
19,123,IA,Mahaska County,"2,640","2,150","3,130",12.5,10.2,14.8,"62,776","55,444","70,108"
19,125,IA,Marion County,"2,751","2,186","3,316",8.6,6.8,10.4,"69,307","63,528","75,086"
19,127,IA,Marshall County,"4,463","3,564","5,362",11.6,9.3,13.9,"63,541","58,231","68,851"
19,129,IA,Mills County,"1,198",926,"1,470",8.5,6.6,10.4,"76,917","69,134","84,700"
19,131,IA,Mitchell County,909,688,"1,130",8.8,6.7,10.9,"61,719","55,561","67,877"
19,133,IA,Monona County,"1,016",797,"1,235",12.1,9.5,14.7,"56,394","50,195","62,593"
19,135,IA,Monroe County,786,599,973,10.5,8.0,13.0,"62,014","54,889","69,139"
19,137,IA,Montgomery County,"1,179",911,"1,447",11.7,9.1,14.3,"53,399","47,155","59,643"
19,139,IA,Muscatine County,"4,666","3,844","5,488",11.1,9.1,13.1,"63,519","57,024","70,014"
19,141,IA,O'Brien County,"1,406","1,150","1,662",10.2,8.3,12.1,"62,959","56,899","69,019"
19,143,IA,Osceola County,542,417,667,9.0,6.9,11.1,"62,624","57,089","68,159"
19,145,IA,Page County,"2,219","1,794","2,644",16.2,13.1,19.3,"55,317","49,016","61,618"
19,147,IA,Palo Alto County,"1,024",815,"1,233",11.8,9.4,14.2,"57,866","50,919","64,813"
19,149,IA,Plymouth County,"1,832","1,426","2,238",7.2,5.6,8.8,"74,002","69,693","78,311"
19,151,IA,Pocahontas County,702,530,874,10.1,7.6,12.6,"59,634","55,969","63,299"
19,153,IA,Polk County,"49,300","43,305","55,295",10.1,8.9,11.3,"73,276","71,025","75,527"
19,155,IA,Pottawattamie County,"11,207","9,521","12,893",12.3,10.5,14.1,"66,144","62,278","70,010"
19,157,IA,Poweshiek County,"2,145","1,776","2,514",12.6,10.4,14.8,"60,542","53,441","67,643"
19,159,IA,Ringgold County,597,449,745,13.3,10.0,16.6,"52,849","47,153","58,545"
19,161,IA,Sac County,958,732,"1,184",10.0,7.6,12.4,"66,007","60,670","71,344"
19,163,IA,Scott County,"22,074","19,359","24,789",12.9,11.3,14.5,"66,443","62,674","70,212"
19,165,IA,Shelby County,921,698,"1,144",8.0,6.1,9.9,"64,534","57,105","71,963"
19,167,IA,Sioux County,"2,212","1,736","2,688",6.6,5.2,8.0,"84,283","78,529","90,037"
19,169,IA,Story County,"15,885","14,537","17,233",17.9,16.4,19.4,"65,137","60,633","69,641"
19,171,IA,Tama County,"2,136","1,765","2,507",12.9,10.7,15.1,"61,660","56,957","66,363"
19,173,IA,Taylor County,743,579,907,12.8,10.0,15.6,"54,458","48,697","60,219"
19,175,IA,Union County,"1,497","1,167","1,827",12.8,10.0,15.6,"55,698","49,710","61,686"
19,177,IA,Van Buren County,917,706,"1,128",12.7,9.8,15.6,"53,210","48,517","57,903"
19,179,IA,Wapello County,"5,308","4,383","6,233",15.5,12.8,18.2,"55,297","49,952","60,642"
19,181,IA,Warren County,"2,827","2,189","3,465",5.4,4.2,6.6,"85,704","76,583","94,825"
19,183,IA,Washington County,"1,928","1,518","2,338",8.7,6.8,10.6,"65,761","58,665","72,857"
19,185,IA,Wayne County,861,661,"1,061",13.4,10.3,16.5,"53,282","47,728","58,836"
19,187,IA,Webster County,"5,102","4,184","6,020",14.8,12.1,17.5,"55,183","49,456","60,910"
19,189,IA,Winnebago County,"1,067",851,"1,283",10.5,8.4,12.6,"59,949","53,635","66,263"
19,191,IA,Winneshiek County,"1,565","1,200","1,930",8.7,6.7,10.7,"70,482","64,187","76,777"
19,193,IA,Woodbury County,"15,992","14,089","17,895",15.5,13.7,17.3,"60,110","55,122","65,098"
19,195,IA,Worth County,712,560,864,9.8,7.7,11.9,"64,965","58,075","71,855"
19,197,IA,Wright County,"1,325","1,032","1,618",10.5,8.2,12.8,"61,072","54,575","67,569"
20,000,KS,Kansas,"332,457","322,234","342,680",11.6,11.2,12.0,"64,128","63,194","65,062"
20,001,KS,Allen County,"1,941","1,528","2,354",16.1,12.7,19.5,"50,794","46,506","55,082"
20,003,KS,Anderson County,931,713,"1,149",12.1,9.3,14.9,"57,068","50,517","63,619"
20,005,KS,Atchison County,"2,211","1,746","2,676",14.7,11.6,17.8,"57,445","51,301","63,589"
20,007,KS,Barber County,438,334,542,10.8,8.2,13.4,"56,344","49,846","62,842"
20,009,KS,Barton County,"3,482","2,878","4,086",14.2,11.7,16.7,"54,236","48,313","60,159"
20,011,KS,Bourbon County,"2,113","1,609","2,617",15.2,11.6,18.8,"51,355","45,682","57,028"
20,013,KS,Brown County,"1,311","1,049","1,573",14.0,11.2,16.8,"52,446","46,290","58,602"
20,015,KS,Butler County,"6,309","5,146","7,472",9.6,7.8,11.4,"71,826","66,994","76,658"
20,017,KS,Chase County,268,205,331,10.9,8.3,13.5,"57,415","50,529","64,301"
20,019,KS,Chautauqua County,512,398,626,15.5,12.1,18.9,"46,986","41,519","52,453"
20,021,KS,Cherokee County,"2,808","2,189","3,427",14.9,11.6,18.2,"51,353","46,105","56,601"
20,023,KS,Cheyenne County,355,286,424,13.8,11.1,16.5,"49,281","43,240","55,322"
20,025,KS,Clark County,218,164,272,11.4,8.6,14.2,"58,699","52,154","65,244"
20,027,KS,Clay County,772,592,952,9.7,7.4,12.0,"59,343","53,627","65,059"
20,029,KS,Cloud County,"1,127",874,"1,380",13.3,10.3,16.3,"50,176","44,301","56,051"
20,031,KS,Coffey County,760,589,931,9.3,7.2,11.4,"64,991","57,400","72,582"
20,033,KS,Comanche County,160,120,200,10.0,7.5,12.5,"51,548","45,394","57,702"
20,035,KS,Cowley County,"4,534","3,650","5,418",13.9,11.2,16.6,"51,699","46,596","56,802"
20,037,KS,Crawford County,"7,956","6,846","9,066",21.3,18.3,24.3,"47,718","42,635","52,801"
20,039,KS,Decatur County,327,247,407,12.3,9.3,15.3,"49,062","43,488","54,636"
20,041,KS,Dickinson County,"1,799","1,440","2,158",9.9,7.9,11.9,"60,693","55,142","66,244"
20,043,KS,Doniphan County,891,701,"1,081",12.7,10.0,15.4,"59,400","52,946","65,854"
20,045,KS,Douglas County,"17,644","15,618","19,670",15.9,14.1,17.7,"59,763","54,593","64,933"
20,047,KS,Edwards County,334,262,406,12.0,9.4,14.6,"40,896","36,327","45,465"
20,049,KS,Elk County,390,299,481,16.2,12.4,20.0,"45,405","40,355","50,455"
20,051,KS,Ellis County,"3,480","2,837","4,123",12.5,10.2,14.8,"58,846","53,698","63,994"
20,053,KS,Ellsworth County,574,443,705,10.7,8.2,13.2,"59,368","52,165","66,571"
20,055,KS,Finney County,"4,662","3,725","5,599",12.5,10.0,15.0,"62,157","55,698","68,616"
20,057,KS,Ford County,"3,861","3,013","4,709",11.6,9.1,14.1,"67,105","61,482","72,728"
20,059,KS,Franklin County,"2,631","2,132","3,130",10.3,8.3,12.3,"64,136","57,571","70,701"
20,061,KS,Geary County,"4,356","3,632","5,080",12.5,10.4,14.6,"54,104","47,469","60,739"
20,063,KS,Gove County,264,201,327,9.8,7.5,12.1,"58,442","51,326","65,558"
20,065,KS,Graham County,295,227,363,12.4,9.5,15.3,"49,884","43,850","55,918"
20,067,KS,Grant County,813,626,"1,000",11.2,8.6,13.8,"64,425","56,420","72,430"
20,069,KS,Gray County,417,318,516,7.5,5.7,9.3,"69,219","61,154","77,284"
20,071,KS,Greeley County,122,93,151,9.5,7.2,11.8,"65,448","58,106","72,790"
20,073,KS,Greenwood County,894,699,"1,089",15.3,12.0,18.6,"50,157","46,006","54,308"
20,075,KS,Hamilton County,294,224,364,11.9,9.1,14.7,"61,066","53,378","68,754"
20,077,KS,Harper County,848,690,"1,006",16.3,13.3,19.3,"49,103","43,017","55,189"
20,079,KS,Harvey County,"3,123","2,504","3,742",9.6,7.7,11.5,"65,989","59,082","72,896"
20,081,KS,Haskell County,344,259,429,9.5,7.2,11.8,"66,245","58,959","73,531"
20,083,KS,Hodgeman County,163,124,202,9.6,7.3,11.9,"65,042","57,333","72,751"
20,085,KS,Jackson County,"1,216",932,"1,500",9.3,7.1,11.5,"54,623","49,573","59,673"
20,087,KS,Jefferson County,"1,451","1,120","1,782",8.0,6.2,9.8,"73,702","67,110","80,294"
20,089,KS,Jewell County,384,298,470,13.2,10.2,16.2,"52,362","46,120","58,604"
20,091,KS,Johnson County,"36,111","32,379","39,843",5.9,5.3,6.5,"93,220","91,012","95,428"
20,093,KS,Kearny County,394,297,491,10.4,7.9,12.9,"76,518","70,701","82,335"
20,095,KS,Kingman County,840,654,"1,026",11.7,9.1,14.3,"58,917","52,074","65,760"
20,097,KS,Kiowa County,257,195,319,11.5,8.7,14.3,"55,600","49,749","61,451"
20,099,KS,Labette County,"3,294","2,641","3,947",16.9,13.6,20.2,"49,185","44,050","54,320"
20,101,KS,Lane County,145,111,179,9.3,7.1,11.5,"61,506","53,730","69,282"
20,103,KS,Leavenworth County,"6,637","5,461","7,813",8.7,7.2,10.2,"81,325","75,355","87,295"
20,105,KS,Lincoln County,320,245,395,11.2,8.6,13.8,"53,199","46,853","59,545"
20,107,KS,Linn County,"1,142",881,"1,403",11.8,9.1,14.5,"57,104","50,635","63,573"
20,109,KS,Logan County,237,180,294,8.9,6.8,11.0,"61,365","54,857","67,873"
20,111,KS,Lyon County,"4,223","3,431","5,015",13.8,11.2,16.4,"51,420","46,310","56,530"
20,113,KS,McPherson County,"2,535","2,018","3,052",8.7,6.9,10.5,"64,853","57,936","71,770"
20,115,KS,Marion County,"1,166",927,"1,405",10.6,8.4,12.8,"56,983","53,049","60,917"
20,117,KS,Marshall County,"1,043",833,"1,253",10.6,8.5,12.7,"55,737","49,106","62,368"
20,119,KS,Meade County,379,291,467,9.7,7.5,11.9,"68,909","61,108","76,710"
20,121,KS,Miami County,"2,440","1,906","2,974",7.2,5.6,8.8,"77,550","68,351","86,749"
20,123,KS,Mitchell County,568,435,701,10.3,7.9,12.7,"59,001","51,902","66,100"
20,125,KS,Montgomery County,"4,784","3,836","5,732",15.9,12.7,19.1,"49,251","44,872","53,630"
20,127,KS,Morris County,573,450,696,10.8,8.5,13.1,"53,808","47,971","59,645"
20,129,KS,Morton County,295,226,364,11.3,8.7,13.9,"57,476","50,541","64,411"
20,131,KS,Nemaha County,840,645,"1,035",8.4,6.4,10.4,"68,755","62,882","74,628"
20,133,KS,Neosho County,"2,288","1,806","2,770",15.0,11.9,18.1,"51,056","45,499","56,613"
20,135,KS,Ness County,252,193,311,9.6,7.3,11.9,"57,269","50,659","63,879"
20,137,KS,Norton County,584,440,728,12.9,9.7,16.1,"52,131","45,587","58,675"
20,139,KS,Osage County,"1,576","1,241","1,911",10.1,7.9,12.3,"63,166","57,254","69,078"
20,141,KS,Osborne County,410,315,505,12.1,9.3,14.9,"52,866","46,990","58,742"
20,143,KS,Ottawa County,616,488,744,10.7,8.5,12.9,"58,366","52,254","64,478"
20,145,KS,Pawnee County,782,610,954,14.9,11.6,18.2,"54,004","47,515","60,493"
20,147,KS,Phillips County,569,456,682,12.0,9.6,14.4,"54,720","48,346","61,094"
20,149,KS,Pottawatomie County,"2,049","1,634","2,464",8.0,6.4,9.6,"78,296","69,906","86,686"
20,151,KS,Pratt County,"1,027",821,"1,233",11.7,9.4,14.0,"58,506","51,635","65,377"
20,153,KS,Rawlins County,288,224,352,11.5,9.0,14.0,"49,823","44,874","54,772"
20,155,KS,Reno County,"7,654","6,124","9,184",13.1,10.5,15.7,"52,121","48,447","55,795"
20,157,KS,Republic County,509,394,624,11.2,8.7,13.7,"50,131","44,513","55,749"
20,159,KS,Rice County,"1,125",888,"1,362",12.9,10.2,15.6,"58,384","52,400","64,368"
20,161,KS,Riley County,"11,134","9,733","12,535",17.6,15.4,19.8,"57,144","52,636","61,652"
20,163,KS,Rooks County,475,353,597,10.0,7.4,12.6,"51,957","46,238","57,676"
20,165,KS,Rush County,379,296,462,13.1,10.2,16.0,"53,110","46,663","59,557"
20,167,KS,Russell County,961,769,"1,153",14.5,11.6,17.4,"48,071","42,118","54,024"
20,169,KS,Saline County,"6,764","5,633","7,895",12.9,10.7,15.1,"57,643","51,808","63,478"
20,171,KS,Scott County,362,277,447,7.2,5.5,8.9,"66,233","58,494","73,972"
20,173,KS,Sedgwick County,"68,690","62,641","74,739",13.3,12.1,14.5,"60,540","58,986","62,094"
20,175,KS,Seward County,"2,899","2,254","3,544",13.7,10.7,16.7,"61,897","55,174","68,620"
20,177,KS,Shawnee County,"25,426","22,657","28,195",14.6,13.0,16.2,"56,625","53,397","59,853"
20,179,KS,Sheridan County,272,212,332,11.1,8.7,13.5,"58,786","51,970","65,602"
20,181,KS,Sherman County,777,606,948,13.5,10.5,16.5,"54,207","48,275","60,139"
20,183,KS,Smith County,425,338,512,12.1,9.6,14.6,"49,756","44,160","55,352"
20,185,KS,Stafford County,489,373,605,12.4,9.5,15.3,"52,542","46,154","58,930"
20,187,KS,Stanton County,217,165,269,10.9,8.3,13.5,"65,457","58,339","72,575"
20,189,KS,Stevens County,521,401,641,9.9,7.6,12.2,"64,368","56,438","72,298"
20,191,KS,Sumner County,"2,694","2,163","3,225",12.2,9.8,14.6,"58,342","52,491","64,193"
20,193,KS,Thomas County,651,487,815,8.7,6.5,10.9,"61,169","54,530","67,808"
20,195,KS,Trego County,286,220,352,10.5,8.1,12.9,"56,619","49,629","63,609"
20,197,KS,Wabaunsee County,530,408,652,7.7,5.9,9.5,"72,031","64,570","79,492"
20,199,KS,Wallace County,185,141,229,12.4,9.5,15.3,"59,241","51,929","66,553"
20,201,KS,Washington County,536,416,656,9.9,7.7,12.1,"55,590","50,494","60,686"
20,203,KS,Wichita County,231,178,284,11.3,8.7,13.9,"58,549","51,250","65,848"
20,205,KS,Wilson County,"1,429","1,190","1,668",17.1,14.2,20.0,"46,829","41,713","51,945"
20,207,KS,Woodson County,432,334,530,14.2,11.0,17.4,"41,706","37,248","46,164"
20,209,KS,Wyandotte County,"27,959","23,804","32,114",16.9,14.4,19.4,"54,943","52,061","57,825"
21,000,KY,Kentucky,"712,023","697,813","726,233",16.3,16.0,16.6,"55,532","54,838","56,226"
21,001,KY,Adair County,"4,237","3,397","5,077",24.2,19.4,29.0,"42,112","37,547","46,677"
21,003,KY,Allen County,"3,516","2,864","4,168",17.1,13.9,20.3,"51,485","45,507","57,463"
21,005,KY,Anderson County,"2,144","1,660","2,628",9.0,7.0,11.0,"67,773","60,752","74,794"
21,007,KY,Ballard County,"1,095",854,"1,336",14.4,11.2,17.6,"53,491","47,617","59,365"
21,009,KY,Barren County,"8,455","7,150","9,760",19.3,16.3,22.3,"49,245","44,283","54,207"
21,011,KY,Bath County,"2,600","2,049","3,151",20.6,16.2,25.0,"43,410","38,129","48,691"
21,013,KY,Bell County,"7,388","6,076","8,700",32.1,26.4,37.8,"31,033","27,481","34,585"
21,015,KY,Boone County,"8,664","6,901","10,427",6.4,5.1,7.7,"85,284","78,448","92,120"
21,017,KY,Bourbon County,"3,008","2,382","3,634",15.1,12.0,18.2,"58,304","52,472","64,136"
21,019,KY,Boyd County,"9,672","8,273","11,071",21.0,18.0,24.0,"48,979","44,006","53,952"
21,021,KY,Boyle County,"4,247","3,376","5,118",15.5,12.3,18.7,"52,940","47,483","58,397"
21,023,KY,Bracken County,"1,241",994,"1,488",14.8,11.8,17.8,"55,347","48,514","62,180"
21,025,KY,Breathitt County,"4,117","3,327","4,907",31.0,25.0,37.0,"33,005","29,059","36,951"
21,027,KY,Breckinridge County,"3,427","2,706","4,148",16.9,13.3,20.5,"50,012","44,540","55,484"
21,029,KY,Bullitt County,"9,146","7,913","10,379",11.1,9.6,12.6,"68,630","66,254","71,006"
21,031,KY,Butler County,"2,203","1,807","2,599",18.2,14.9,21.5,"49,288","43,368","55,208"
21,033,KY,Caldwell County,"2,001","1,564","2,438",16.1,12.6,19.6,"46,240","40,699","51,781"
21,035,KY,Calloway County,"5,792","4,693","6,891",16.8,13.6,20.0,"49,263","43,594","54,932"
21,037,KY,Campbell County,"10,009","8,294","11,724",11.1,9.2,13.0,"71,245","65,473","77,017"
21,039,KY,Carlisle County,738,591,885,15.6,12.5,18.7,"56,804","52,949","60,659"
21,041,KY,Carroll County,"1,890","1,533","2,247",17.9,14.5,21.3,"49,814","43,919","55,709"
21,043,KY,Carter County,"6,592","5,639","7,545",25.6,21.9,29.3,"43,538","38,310","48,766"
21,045,KY,Casey County,"3,188","2,426","3,950",20.7,15.8,25.6,"38,320","33,806","42,834"
21,047,KY,Christian County,"11,046","8,965","13,127",16.7,13.6,19.8,"48,416","43,584","53,248"
21,049,KY,Clark County,"4,202","3,237","5,167",11.6,8.9,14.3,"60,774","55,008","66,540"
21,051,KY,Clay County,"6,660","5,348","7,972",35.9,28.8,43.0,"30,700","27,331","34,069"
21,053,KY,Clinton County,"2,071","1,591","2,551",22.6,17.4,27.8,"36,865","32,968","40,762"
21,055,KY,Crittenden County,"1,654","1,317","1,991",18.9,15.0,22.8,"46,263","40,796","51,730"
21,057,KY,Cumberland County,"1,308","1,039","1,577",22.5,17.9,27.1,"39,511","34,720","44,302"
21,059,KY,Daviess County,"13,621","11,459","15,783",13.6,11.4,15.8,"59,304","53,816","64,792"
21,061,KY,Edmonson County,"2,237","1,812","2,662",18.4,14.9,21.9,"47,734","41,877","53,591"
21,063,KY,Elliott County,"1,697","1,296","2,098",26.6,20.3,32.9,"34,491","30,240","38,742"
21,065,KY,Estill County,"3,148","2,466","3,830",22.6,17.7,27.5,"41,843","37,091","46,595"
21,067,KY,Fayette County,"45,319","40,839","49,799",14.6,13.2,16.0,"61,269","58,429","64,109"
21,069,KY,Fleming County,"2,639","2,101","3,177",17.4,13.8,21.0,"50,025","44,466","55,584"
21,071,KY,Floyd County,"9,775","8,045","11,505",28.0,23.0,33.0,"36,253","31,977","40,529"
21,073,KY,Franklin County,"6,670","5,493","7,847",13.3,10.9,15.7,"60,517","54,693","66,341"
21,075,KY,Fulton County,"1,415","1,057","1,773",23.4,17.5,29.3,"35,630","31,790","39,470"
21,077,KY,Gallatin County,"1,280","1,027","1,533",14.7,11.8,17.6,"57,345","50,608","64,082"
21,079,KY,Garrard County,"2,492","1,950","3,034",14.4,11.3,17.5,"54,882","48,702","61,062"
21,081,KY,Grant County,"3,149","2,430","3,868",12.7,9.8,15.6,"61,078","53,675","68,481"
21,083,KY,Graves County,"5,859","4,721","6,997",16.2,13.0,19.4,"49,668","44,211","55,125"
21,085,KY,Grayson County,"4,672","3,743","5,601",18.2,14.6,21.8,"45,695","40,956","50,434"
21,087,KY,Green County,"2,179","1,731","2,627",19.5,15.5,23.5,"42,569","37,325","47,813"
21,089,KY,Greenup County,"5,124","4,160","6,088",14.6,11.9,17.3,"54,292","50,447","58,137"
21,091,KY,Hancock County,"1,135",891,"1,379",12.6,9.9,15.3,"60,897","53,577","68,217"
21,093,KY,Hardin County,"12,683","10,532","14,834",11.7,9.7,13.7,"61,224","57,467","64,981"
21,095,KY,Harlan County,"8,521","7,165","9,877",33.2,27.9,38.5,"31,116","27,884","34,348"
21,097,KY,Harrison County,"2,644","2,066","3,222",14.1,11.0,17.2,"58,535","52,195","64,875"
21,099,KY,Hart County,"3,911","3,137","4,685",20.4,16.4,24.4,"50,074","46,207","53,941"
21,101,KY,Henderson County,"5,388","4,176","6,600",12.4,9.6,15.2,"56,142","50,822","61,462"
21,103,KY,Henry County,"2,167","1,720","2,614",14.0,11.1,16.9,"56,593","51,057","62,129"
21,105,KY,Hickman County,782,605,959,18.6,14.4,22.8,"49,328","43,173","55,483"
21,107,KY,Hopkins County,"8,164","6,930","9,398",18.6,15.8,21.4,"49,883","45,164","54,602"
21,109,KY,Jackson County,"3,237","2,504","3,970",25.2,19.5,30.9,"36,997","32,403","41,591"
21,111,KY,Jefferson County,"110,325","101,618","119,032",14.5,13.4,15.6,"60,636","58,634","62,638"
21,113,KY,Jessamine County,"7,179","6,056","8,302",13.8,11.6,16.0,"61,652","55,576","67,728"
21,115,KY,Johnson County,"5,326","4,292","6,360",24.2,19.5,28.9,"41,013","35,976","46,050"
21,117,KY,Kenton County,"21,038","18,368","23,708",12.6,11.0,14.2,"70,693","65,899","75,487"
21,119,KY,Knott County,"4,303","3,501","5,105",32.0,26.0,38.0,"34,051","29,996","38,106"
21,121,KY,Knox County,"10,263","8,861","11,665",35.1,30.3,39.9,"32,646","28,560","36,732"
21,123,KY,Larue County,"2,275","1,815","2,735",15.5,12.4,18.6,"54,470","48,717","60,223"
21,125,KY,Laurel County,"12,024","9,869","14,179",19.5,16.0,23.0,"48,950","44,935","52,965"
21,127,KY,Lawrence County,"3,991","3,192","4,790",24.8,19.8,29.8,"42,750","38,291","47,209"
21,129,KY,Lee County,"2,158","1,701","2,615",33.5,26.4,40.6,"29,143","25,911","32,375"
21,131,KY,Leslie County,"2,986","2,340","3,632",29.8,23.3,36.3,"32,682","28,635","36,729"
21,133,KY,Letcher County,"6,112","5,010","7,214",29.1,23.9,34.3,"34,897","30,571","39,223"
21,135,KY,Lewis County,"2,899","2,239","3,559",22.6,17.5,27.7,"40,508","36,159","44,857"
21,137,KY,Lincoln County,"4,637","3,733","5,541",19.3,15.5,23.1,"44,399","40,185","48,613"
21,139,KY,Livingston County,"1,283","1,020","1,546",14.4,11.4,17.4,"48,371","42,546","54,196"
21,141,KY,Logan County,"4,561","3,703","5,419",16.6,13.5,19.7,"53,519","47,930","59,108"
21,143,KY,Lyon County,"1,128",858,"1,398",14.8,11.3,18.3,"56,445","52,866","60,024"
21,145,KY,McCracken County,"11,491","9,627","13,355",17.4,14.6,20.2,"60,504","56,645","64,363"
21,147,KY,McCreary County,"5,122","4,101","6,143",33.5,26.8,40.2,"32,938","28,878","36,998"
21,149,KY,McLean County,"1,228",925,"1,531",13.6,10.2,17.0,"53,102","47,093","59,111"
21,151,KY,Madison County,"14,628","12,327","16,929",16.6,14.0,19.2,"54,498","49,837","59,159"
